ID,Strand,Circtype,miRNA Binding count,Average free energy,length,GC_content,A_ratio,T_ratio,G_ratio,C_ratio,has_N,Tissue
sample_2850,1,type_0,10,-18.988,210,0.4905,0.2,0.3095,0.2429,0.2476,FALSE,label_4
sample_2851,1,type_0,17,-18.544,306,0.4085,0.281,0.3105,0.1569,0.2516,FALSE,label_2
sample_2852,0,type_0,49,-18.714,1953,0.424,0.2719,0.3041,0.2079,0.2161,FALSE,label_0
sample_2853,1,type_0,5,-16.842,194,0.3144,0.3196,0.366,0.1598,0.1546,FALSE,label_4
sample_2854,1,type_3,3,-22.677,202,0.5594,0.3317,0.1089,0.3614,0.198,FALSE,label_2
sample_2855,1,type_0,8,-19.701,660,0.3333,0.3258,0.3409,0.2076,0.1258,FALSE,label_0
sample_2856,0,type_0,11,-22.513,150,0.5667,0.14,0.2933,0.2067,0.36,FALSE,label_6
sample_2857,0,type_3,5,-20.682,202,0.5,0.3465,0.1535,0.2376,0.2624,FALSE,label_1
sample_2858,0,type_2,5,-22.018,250,0.5,0.235,0.265,0.18,0.32,TRUE,label_6
sample_2859,1,type_3,5,-20.317,207,0.5217,0.285,0.1932,0.2995,0.2222,FALSE,label_3
sample_2860,0,type_0,47,-20.402,1956,0.4422,0.2797,0.2781,0.2045,0.2377,FALSE,label_2
sample_2861,1,type_0,4,-23.898,63,0.4444,0.2222,0.3333,0.3333,0.1111,FALSE,label_1
sample_2862,1,type_0,1,-20.94,177,0.4407,0.1582,0.4011,0.1695,0.2712,FALSE,label_2
sample_2863,0,type_0,17,-18.814,657,0.4307,0.2618,0.3075,0.1735,0.2572,FALSE,label_3
sample_2864,1,type_3,92,-19.604,2415,0.5072,0.258,0.2348,0.2638,0.2435,FALSE,label_1
sample_2865,0,type_0,1,-23.56,114,0.5702,0.1754,0.2544,0.2982,0.2719,FALSE,label_1
sample_2866,0,type_0,9,-19.956,174,0.4655,0.2989,0.2356,0.2816,0.1839,FALSE,label_6
sample_2867,0,type_0,25,-18.705,884,0.3744,0.2975,0.3281,0.1912,0.1833,FALSE,label_2
sample_2868,1,type_0,8,-18.591,228,0.3596,0.3114,0.3289,0.2237,0.136,FALSE,label_6
sample_2869,0,type_0,8,-21.811,237,0.4768,0.2785,0.2447,0.3122,0.1646,FALSE,label_6
sample_2870,0,type_0,5,-17.924,250,0.36,0.31,0.33,0.205,0.155,TRUE,label_1
sample_2871,0,type_0,10,-17.529,162,0.3457,0.3148,0.3395,0.2037,0.142,FALSE,label_6
sample_2872,1,type_0,16,-17.484,186,0.4032,0.3011,0.2957,0.1989,0.2043,FALSE,label_6
sample_2873,0,type_0,1,-21.04,37,0.4865,0.3243,0.1892,0.2162,0.2703,FALSE,label_2
sample_2874,1,type_0,3,-18.658,234,0.3504,0.2051,0.4444,0.1966,0.1538,FALSE,label_4
sample_2875,0,type_0,29,-19.733,783,0.3755,0.3487,0.2759,0.1686,0.2069,FALSE,label_0
sample_2876,1,type_0,6,-18.543,62,0.4355,0.3065,0.2581,0.0323,0.4032,FALSE,label_4
sample_2877,1,type_3,14,-18.695,499,0.479,0.3046,0.2164,0.2224,0.2565,FALSE,label_1
sample_2878,1,type_3,17,-19.299,449,0.441,0.3385,0.2205,0.2383,0.2027,FALSE,label_1
sample_2879,0,type_0,1,-20.35,128,0.3203,0.4219,0.2578,0.1641,0.1562,FALSE,label_2
sample_2880,1,type_0,22,-19.375,759,0.448,0.2912,0.2609,0.2042,0.2437,FALSE,label_2
sample_2881,1,type_3,19,-20.016,511,0.4442,0.2916,0.2642,0.2309,0.2133,FALSE,label_1
sample_2882,0,type_3,12,-20.557,217,0.4654,0.2811,0.2535,0.2488,0.2166,FALSE,label_2
sample_2883,0,type_0,4,-17.032,490,0.2286,0.2592,0.5122,0.1612,0.0673,FALSE,label_5
sample_2884,0,type_3,22,-20.562,583,0.5334,0.2419,0.2247,0.2521,0.2813,FALSE,label_1
sample_2885,1,type_3,3,-17,59,0.3729,0.3729,0.2542,0.2373,0.1356,FALSE,label_3
sample_2886,1,type_0,12,-18.979,220,0.5636,0.2045,0.2318,0.3091,0.2545,FALSE,label_4
sample_2887,1,type_3,10,-18.032,570,0.4737,0.2982,0.2281,0.2404,0.2333,FALSE,label_0
sample_2888,1,type_0,27,-20.966,509,0.387,0.2731,0.3399,0.2338,0.1532,FALSE,label_0
sample_2889,1,type_0,1,-18.42,250,0.4,0.33,0.27,0.17,0.23,TRUE,label_4
sample_2890,0,type_3,6,-20.389,198,0.4545,0.4293,0.1162,0.2071,0.2475,FALSE,label_0
sample_2891,1,type_0,23,-18.038,578,0.3581,0.3253,0.3166,0.1955,0.1626,FALSE,label_2
sample_2892,0,type_3,40,-20.177,797,0.5445,0.2484,0.207,0.2748,0.2698,FALSE,label_6
sample_2893,0,type_0,55,-17.912,2044,0.4154,0.2099,0.3748,0.2167,0.1986,FALSE,label_5
sample_2894,1,type_3,19,-19.003,257,0.4981,0.1673,0.3346,0.2957,0.2023,FALSE,label_1
sample_2895,1,type_3,3,-16.28,47,0.4043,0.383,0.2128,0.1064,0.2979,FALSE,label_3
sample_2896,0,type_0,2,-20.835,250,0.44,0.33,0.23,0.19,0.25,TRUE,label_6
sample_2897,0,type_0,12,-19.923,216,0.5046,0.1806,0.3148,0.3611,0.1435,FALSE,label_1
sample_2898,0,type_3,7,-21.019,218,0.5321,0.2339,0.2339,0.1514,0.3807,FALSE,label_0
sample_2899,0,type_4,7,-19.149,250,0.45,0.235,0.315,0.22,0.23,TRUE,label_1
sample_2900,0,type_3,14,-22.039,623,0.6212,0.2022,0.1766,0.2986,0.3226,FALSE,label_6
sample_2901,0,type_0,24,-18.258,962,0.3545,0.2952,0.3503,0.1507,0.2037,FALSE,label_0
sample_2902,1,type_0,1,-21.32,250,0.485,0.25,0.265,0.315,0.17,TRUE,label_4
sample_2903,0,type_3,8,-21.22,258,0.4845,0.2907,0.2248,0.2132,0.2713,FALSE,label_0
sample_2904,0,type_0,26,-18.395,1473,0.4012,0.3238,0.2749,0.1874,0.2138,FALSE,label_2
sample_2905,0,type_0,2,-17.48,51,0.3529,0.4118,0.2353,0.2157,0.1373,FALSE,label_1
sample_2906,1,type_3,4,-15.614,64,0.4219,0.3438,0.2344,0.25,0.1719,FALSE,label_1
sample_2907,1,type_0,7,-17.278,255,0.3686,0.2667,0.3647,0.1255,0.2431,FALSE,label_2
sample_2908,0,type_3,15,-17.639,296,0.4088,0.4155,0.1757,0.3007,0.1081,FALSE,label_5
sample_2909,1,type_3,10,-18.702,81,0.4321,0.4198,0.1481,0.358,0.0741,FALSE,label_1
sample_2910,0,type_0,6,-16.625,280,0.3393,0.3357,0.325,0.2143,0.125,FALSE,label_0
sample_2911,0,type_0,10,-18.999,213,0.3146,0.3474,0.338,0.1221,0.1925,FALSE,label_4
sample_2912,1,type_0,7,-20.051,235,0.6213,0.1745,0.2043,0.2128,0.4085,FALSE,label_0
sample_2913,1,type_0,1,-15.02,250,0.445,0.38,0.175,0.295,0.15,TRUE,label_1
sample_2914,0,type_0,22,-18.1,790,0.3633,0.3152,0.3215,0.1911,0.1722,FALSE,label_2
sample_2915,1,type_0,2,-22.985,250,0.45,0.34,0.21,0.24,0.21,TRUE,label_5
sample_2916,1,type_0,49,-19.198,1921,0.3774,0.2988,0.3238,0.202,0.1754,FALSE,label_2
sample_2917,0,type_0,1,-20.34,250,0.5,0.27,0.23,0.17,0.33,TRUE,label_2
sample_2918,0,type_0,3,-21.907,250,0.485,0.31,0.205,0.195,0.29,TRUE,label_0
sample_2919,0,type_3,65,-19.639,2223,0.4656,0.2892,0.2452,0.2308,0.2348,FALSE,label_1
sample_2920,0,type_0,10,-23.401,146,0.4863,0.1849,0.3288,0.1781,0.3082,FALSE,label_2
sample_2921,1,type_0,5,-18.042,250,0.46,0.27,0.27,0.315,0.145,TRUE,label_6
sample_2922,0,type_0,2,-19.1,87,0.5862,0.1724,0.2414,0.2989,0.2874,FALSE,label_3
sample_2923,0,type_0,3,-24.933,250,0.48,0.25,0.27,0.245,0.235,TRUE,label_0
sample_2924,1,type_0,3,-18.547,252,0.4683,0.3929,0.1389,0.004,0.4643,FALSE,label_0
sample_2925,1,type_0,3,-27.26,250,0.58,0.22,0.2,0.235,0.345,TRUE,label_2
sample_2926,1,type_0,6,-19.528,250,0.485,0.29,0.225,0.265,0.22,TRUE,label_1
sample_2927,1,type_3,10,-19.787,366,0.4645,0.2623,0.2732,0.2377,0.2268,FALSE,label_1
sample_2928,0,type_0,39,-17.87,1877,0.3292,0.3436,0.3271,0.1545,0.1747,FALSE,label_6
sample_2929,0,type_0,10,-18.821,228,0.4386,0.2763,0.2851,0.2412,0.1974,FALSE,label_0
sample_2930,1,type_0,1,-15.56,55,0.4545,0.4182,0.1273,0.2182,0.2364,FALSE,label_1
sample_2931,0,type_3,18,-20.05,394,0.5102,0.2411,0.2487,0.2538,0.2563,FALSE,label_1
sample_2932,1,type_3,6,-19.323,218,0.5092,0.2798,0.211,0.2982,0.211,FALSE,label_1
sample_2933,1,type_0,24,-18.036,1012,0.3903,0.3211,0.2885,0.2045,0.1858,FALSE,label_2
sample_2934,0,type_0,51,-19.106,1933,0.4009,0.3083,0.2907,0.2426,0.1583,FALSE,label_5
sample_2935,0,type_0,7,-19.717,222,0.4685,0.1622,0.3694,0.3739,0.0946,FALSE,label_0
sample_2936,1,type_1,26,-17.9,1035,0.3961,0.3314,0.2725,0.2,0.1961,FALSE,label_2
sample_2937,0,type_3,8,-19.061,291,0.4674,0.268,0.2646,0.2405,0.2268,FALSE,label_1
sample_2938,0,type_0,4,-20.595,250,0.54,0.22,0.24,0.275,0.265,TRUE,label_5
sample_2939,0,type_0,4,-20.278,247,0.4615,0.3765,0.1619,0.1174,0.3441,FALSE,label_0
sample_2940,1,type_0,11,-16.481,315,0.3111,0.4254,0.2635,0.181,0.1302,FALSE,label_0
sample_2941,1,type_0,3,-19.005,312,0.4263,0.391,0.1827,0.1314,0.2949,FALSE,label_4
sample_2942,0,type_3,6,-18.563,180,0.4333,0.3333,0.2333,0.2333,0.2,FALSE,label_2
sample_2943,1,type_0,10,-19.405,152,0.4145,0.1974,0.3882,0.0658,0.3487,FALSE,label_2
sample_2944,0,type_0,9,-17.781,313,0.492,0.2364,0.2716,0.23,0.262,FALSE,label_2
sample_2945,0,type_0,11,-19.317,390,0.4615,0.2128,0.3256,0.3436,0.1179,FALSE,label_0
sample_2946,1,type_0,14,-18.126,538,0.3662,0.2881,0.3457,0.1673,0.1989,FALSE,label_5
sample_2947,1,type_3,6,-19.465,192,0.5625,0.2396,0.1979,0.25,0.3125,FALSE,label_2
sample_2948,0,type_0,5,-17.566,218,0.4358,0.2569,0.3073,0.1697,0.2661,FALSE,label_2
sample_2949,1,type_0,8,-18.356,633,0.3981,0.2986,0.3033,0.2006,0.1975,FALSE,label_2
sample_2950,1,type_0,9,-21.117,301,0.4684,0.1993,0.3322,0.3223,0.1462,FALSE,label_0
sample_2951,0,type_3,38,-19.289,1533,0.4325,0.3157,0.2518,0.2205,0.212,FALSE,label_0
sample_2952,1,type_0,62,-18.602,2206,0.3672,0.3305,0.3024,0.1831,0.184,FALSE,label_0
sample_2953,0,type_3,27,-21.003,750,0.5827,0.2587,0.1587,0.312,0.2707,FALSE,label_2
sample_2954,1,type_0,3,-21.023,179,0.514,0.1844,0.3017,0.3575,0.1564,FALSE,label_2
sample_2955,0,type_0,35,-17.447,2016,0.3269,0.3978,0.2753,0.2212,0.1057,FALSE,label_5
sample_2956,0,type_0,6,-25.71,390,0.6872,0.1692,0.1436,0.3795,0.3077,FALSE,label_6
sample_2957,0,type_3,1,-20.18,43,0.5349,0.4186,0.0465,0.3488,0.186,FALSE,label_1
sample_2958,0,type_0,4,-19.214,154,0.4675,0.2727,0.2597,0.1818,0.2857,FALSE,label_1
sample_2959,0,type_0,48,-18.741,1712,0.3435,0.3294,0.3271,0.16,0.1834,FALSE,label_0
sample_2960,0,type_0,9,-18.953,172,0.6105,0.1047,0.2849,0.2674,0.343,FALSE,label_2
sample_2961,0,type_4,45,-18.324,1760,0.4358,0.3386,0.2256,0.1943,0.2415,FALSE,label_0
sample_2962,1,type_0,6,-18.892,250,0.435,0.245,0.32,0.165,0.27,TRUE,label_3
sample_2963,1,type_3,6,-18.242,193,0.5026,0.2539,0.2435,0.2642,0.2383,FALSE,label_2
sample_2964,1,type_0,5,-18.108,271,0.4871,0.2768,0.2362,0.203,0.2841,FALSE,label_2
sample_2965,1,type_0,2,-22.27,78,0.641,0.1026,0.2564,0.359,0.2821,FALSE,label_3
sample_2966,1,type_1,1,-28.77,201,0.4478,0.1841,0.3682,0.2438,0.204,FALSE,label_0
sample_2967,1,type_1,9,-19.555,454,0.3789,0.3106,0.3106,0.1938,0.185,FALSE,label_2
sample_2968,0,type_1,15,-18.284,840,0.3631,0.3262,0.3107,0.1798,0.1833,FALSE,label_4
sample_2969,0,type_3,15,-17.591,303,0.3432,0.3894,0.2673,0.1815,0.1617,FALSE,label_3
sample_2970,1,type_0,4,-18.665,133,0.5038,0.2331,0.2632,0.2707,0.2331,FALSE,label_2
sample_2971,1,type_1,7,-18.3,414,0.343,0.3309,0.3261,0.1063,0.2367,FALSE,label_3
sample_2972,1,type_3,1,-21.37,241,0.4357,0.3278,0.2365,0.2158,0.2199,FALSE,label_1
sample_2973,0,type_0,10,-18.377,609,0.3136,0.3826,0.3038,0.1741,0.1396,FALSE,label_5
sample_2974,0,type_0,1,-18.02,250,0.48,0.245,0.275,0.25,0.23,TRUE,label_5
sample_2975,1,type_3,26,-18.57,369,0.5041,0.2954,0.2005,0.2493,0.2547,FALSE,label_2
sample_2976,1,type_0,1,-15.86,250,0.625,0.185,0.19,0.285,0.34,TRUE,label_4
sample_2977,0,type_0,3,-15.5,104,0.4135,0.3077,0.2788,0.2308,0.1827,FALSE,label_1
sample_2978,0,type_0,2,-21.89,250,0.535,0.265,0.2,0.275,0.26,TRUE,label_0
sample_2979,0,type_3,7,-16.581,223,0.417,0.2422,0.3408,0.2691,0.148,FALSE,label_0
sample_2980,0,type_0,6,-17.026,241,0.2988,0.4066,0.2946,0.1203,0.1784,FALSE,label_0
sample_2981,1,type_0,9,-17.916,203,0.4483,0.2217,0.33,0.2759,0.1724,FALSE,label_2
sample_2982,0,type_0,3,-18.77,183,0.4536,0.153,0.3934,0.082,0.3716,FALSE,label_3
sample_2983,1,type_2,3,-19.013,250,0.505,0.325,0.17,0.245,0.26,TRUE,label_1
sample_2984,0,type_0,3,-16.963,218,0.3257,0.2798,0.3945,0.1651,0.1606,FALSE,label_2
sample_2985,1,type_0,14,-18.755,168,0.4464,0.2619,0.2917,0.2202,0.2262,FALSE,label_1
sample_2986,1,type_0,53,-20.781,1226,0.5122,0.1876,0.3002,0.3206,0.1917,FALSE,label_6
sample_2987,0,type_0,39,-17.724,2155,0.3012,0.3582,0.3406,0.1471,0.1541,FALSE,label_0
sample_2988,1,type_3,53,-19.423,1509,0.5447,0.2843,0.171,0.2863,0.2584,FALSE,label_1
sample_2989,1,type_1,2,-21.723,157,0.4713,0.3121,0.2166,0.1656,0.3057,FALSE,label_1
sample_2990,1,type_0,15,-17.893,593,0.4199,0.3288,0.2513,0.1906,0.2293,FALSE,label_0
sample_2991,1,type_0,2,-17.88,122,0.3033,0.3934,0.3033,0.1311,0.1721,FALSE,label_6
sample_2992,1,type_3,10,-20.443,278,0.6079,0.2554,0.1367,0.2806,0.3273,FALSE,label_1
sample_2993,0,type_3,15,-19.145,503,0.5348,0.3022,0.163,0.3241,0.2107,FALSE,label_1
sample_2994,1,type_3,22,-20.4,509,0.5344,0.3026,0.1631,0.3517,0.1827,FALSE,label_0
sample_2995,1,type_3,47,-19.306,1042,0.4885,0.2524,0.2591,0.2591,0.2294,FALSE,label_1
sample_2996,0,type_0,2,-17.62,181,0.3315,0.3315,0.337,0.1657,0.1657,FALSE,label_2
sample_2997,0,type_0,73,-19.209,2789,0.3664,0.2829,0.3507,0.1714,0.1951,FALSE,label_2
sample_2998,1,type_0,34,-19.273,1542,0.3859,0.2808,0.3333,0.201,0.1848,FALSE,label_0
sample_2999,0,type_0,51,-18.14,2136,0.3801,0.323,0.2968,0.1962,0.184,FALSE,label_1
sample_3000,1,type_0,9,-18.789,204,0.4118,0.1912,0.3971,0.2059,0.2059,FALSE,label_3
sample_3001,0,type_0,6,-18.277,205,0.3366,0.3756,0.2878,0.2146,0.122,FALSE,label_0
sample_3002,1,type_1,4,-20.436,176,0.4318,0.3011,0.267,0.1705,0.2614,FALSE,label_3
sample_3003,0,type_0,4,-22.085,330,0.3788,0.3727,0.2485,0.1939,0.1848,FALSE,label_4
sample_3004,1,type_3,9,-18.695,646,0.3978,0.3978,0.2043,0.195,0.2028,FALSE,label_5
sample_3005,0,type_3,38,-21.108,1009,0.5738,0.2428,0.1833,0.226,0.3479,FALSE,label_1
sample_3006,0,type_0,5,-17.086,250,0.41,0.3,0.29,0.24,0.17,TRUE,label_1
sample_3007,0,type_0,47,-18.344,2614,0.3305,0.3332,0.3363,0.1656,0.1649,FALSE,label_2
sample_3008,1,type_3,4,-23.05,250,0.555,0.25,0.195,0.31,0.245,TRUE,label_1
sample_3009,1,type_0,8,-17.157,308,0.3571,0.3474,0.2955,0.2078,0.1494,FALSE,label_4
sample_3010,1,type_0,17,-18.242,502,0.3586,0.3147,0.3267,0.2072,0.1514,FALSE,label_2
sample_3011,0,type_3,2,-20.145,158,0.3608,0.2911,0.3481,0.2025,0.1582,FALSE,label_6
sample_3012,1,type_0,5,-24.373,684,0.443,0.2558,0.3012,0.4342,0.0088,FALSE,label_5
sample_3013,1,type_0,54,-18.43,2170,0.3521,0.3406,0.3074,0.1641,0.188,FALSE,label_4
sample_3014,1,type_3,2,-21.485,250,0.595,0.29,0.115,0.355,0.24,TRUE,label_1
sample_3015,0,type_3,28,-21.954,727,0.553,0.2311,0.216,0.2724,0.2806,FALSE,label_1
sample_3016,1,type_0,7,-18.254,170,0.6,0.2,0.2,0.3118,0.2882,FALSE,label_4
sample_3017,1,type_3,19,-21.661,345,0.5942,0.2116,0.1942,0.2957,0.2986,FALSE,label_2
sample_3018,0,type_0,4,-18.707,326,0.3528,0.3344,0.3129,0.2147,0.138,FALSE,label_0
sample_3019,0,type_0,3,-17.613,250,0.57,0.295,0.135,0.365,0.205,TRUE,label_4
sample_3020,0,type_0,4,-18.402,160,0.4062,0.3312,0.2625,0.2062,0.2,FALSE,label_1
sample_3021,0,type_0,28,-19.786,1076,0.4805,0.2556,0.2639,0.2323,0.2481,FALSE,label_5
sample_3022,1,type_0,5,-19.435,177,0.6045,0.2373,0.1582,0.4294,0.1751,FALSE,label_5
sample_3023,0,type_0,5,-15.98,131,0.3053,0.2519,0.4427,0.1832,0.1221,FALSE,label_5
sample_3024,0,type_0,6,-18.533,250,0.5,0.225,0.275,0.24,0.26,TRUE,label_0
sample_3025,0,type_0,3,-19.797,250,0.565,0.26,0.175,0.265,0.3,TRUE,label_0
sample_3026,1,type_0,6,-19.143,165,0.5455,0.1576,0.297,0.4121,0.1333,FALSE,label_3
sample_3027,0,type_2,1,-18.16,250,0.585,0.245,0.17,0.33,0.255,TRUE,label_4
sample_3028,0,type_3,21,-19.143,284,0.5317,0.2887,0.1796,0.2746,0.257,FALSE,label_1
sample_3029,1,type_3,3,-19.717,176,0.3693,0.2955,0.3352,0.2386,0.1307,FALSE,label_4
sample_3030,1,type_3,8,-19.04,119,0.4622,0.3277,0.2101,0.2017,0.2605,FALSE,label_3
sample_3031,0,type_3,5,-19.424,154,0.6494,0.1948,0.1558,0.2273,0.4221,FALSE,label_1
sample_3032,1,type_0,3,-22.63,63,0.5873,0.2698,0.1429,0.254,0.3333,FALSE,label_2
sample_3033,1,type_0,11,-21.927,178,0.5169,0.236,0.2472,0.2303,0.2865,FALSE,label_6
sample_3034,0,type_3,7,-20.062,251,0.4741,0.2988,0.2271,0.2669,0.2072,FALSE,label_2
sample_3035,1,type_3,10,-19.455,644,0.4907,0.2671,0.2422,0.2593,0.2314,FALSE,label_1
sample_3036,0,type_2,3,-16.883,250,0.505,0.22,0.275,0.255,0.25,TRUE,label_6
sample_3037,0,type_3,3,-17.252,197,0.4365,0.3604,0.203,0.264,0.1726,FALSE,label_6
sample_3038,0,type_0,11,-18.132,172,0.4302,0.2326,0.3372,0.2209,0.2093,FALSE,label_1
sample_3039,0,type_0,6,-16.729,188,0.3457,0.3777,0.2766,0.1223,0.2234,FALSE,label_5
sample_3040,1,type_3,68,-20.039,1870,0.5449,0.2342,0.2209,0.2877,0.2572,FALSE,label_1
sample_3041,0,type_0,10,-18.162,261,0.4176,0.2605,0.3218,0.2414,0.1762,FALSE,label_0
sample_3042,0,type_3,84,-19.811,2335,0.5388,0.2565,0.2047,0.2612,0.2775,FALSE,label_1
sample_3043,0,type_0,9,-18.765,308,0.4513,0.2597,0.289,0.1851,0.2662,FALSE,label_4
sample_3044,0,type_0,1,-19.59,273,0.5604,0.0696,0.37,0.4029,0.1575,FALSE,label_2
sample_3045,0,type_2,1,-16.78,250,0.43,0.285,0.285,0.25,0.18,TRUE,label_5
sample_3046,1,type_3,11,-17.719,224,0.5,0.2946,0.2054,0.2232,0.2768,FALSE,label_2
sample_3047,0,type_3,20,-18.163,399,0.4887,0.3083,0.203,0.2732,0.2155,FALSE,label_1
sample_3048,0,type_0,3,-17.747,92,0.4783,0.1957,0.3261,0.1522,0.3261,FALSE,label_0
sample_3049,1,type_3,11,-19.021,465,0.4387,0.3075,0.2538,0.2344,0.2043,FALSE,label_1
sample_3050,1,type_1,11,-18.225,609,0.3136,0.3038,0.3826,0.1396,0.1741,FALSE,label_5
sample_3051,1,type_3,44,-18.97,1399,0.4811,0.3009,0.218,0.2294,0.2516,FALSE,label_1
sample_3052,1,type_0,4,-16.183,256,0.4414,0.1914,0.3672,0.1836,0.2578,FALSE,label_2
sample_3053,0,type_0,29,-20.839,1410,0.3709,0.3319,0.2972,0.173,0.1979,FALSE,label_5
sample_3054,0,type_3,9,-19.138,589,0.4771,0.2666,0.2564,0.2699,0.2071,FALSE,label_1
sample_3055,0,type_0,1,-30.87,250,0.56,0.2,0.24,0.29,0.27,TRUE,label_4
sample_3056,1,type_0,7,-18.925,329,0.4438,0.2523,0.304,0.2948,0.1489,FALSE,label_0
sample_3057,0,type_0,38,-19.478,845,0.3645,0.3112,0.3243,0.1787,0.1858,FALSE,label_1
sample_3058,1,type_0,1,-15.5,198,0.2929,0.3535,0.3535,0.1465,0.1465,FALSE,label_5
sample_3059,1,type_0,5,-18.481,268,0.4216,0.1679,0.4104,0.3433,0.0784,FALSE,label_0
sample_3060,1,type_2,10,-20.068,247,0.5142,0.2874,0.1984,0.2794,0.2348,FALSE,label_1
sample_3061,1,type_0,42,-18.789,1545,0.4343,0.301,0.2647,0.2239,0.2104,FALSE,label_0
sample_3062,0,type_2,30,-19.687,920,0.4935,0.3065,0.2,0.2554,0.238,FALSE,label_1
sample_3063,0,type_3,14,-17.531,488,0.5205,0.2807,0.1988,0.2459,0.2746,FALSE,label_5
sample_3064,0,type_0,2,-18.085,221,0.3213,0.3439,0.3348,0.1629,0.1584,FALSE,label_5
sample_3065,0,type_0,9,-17.669,234,0.4274,0.265,0.3077,0.2521,0.1752,FALSE,label_4
sample_3066,0,type_0,1,-24.32,250,0.47,0.29,0.24,0.275,0.195,TRUE,label_1
sample_3067,1,type_3,1,-17.47,268,0.2985,0.3209,0.3806,0.1791,0.1194,FALSE,label_4
sample_3068,0,type_3,85,-18.605,2433,0.4969,0.2935,0.2096,0.2129,0.284,FALSE,label_1
sample_3069,1,type_0,4,-18.603,264,0.3864,0.3826,0.2311,0.1894,0.197,FALSE,label_3
sample_3070,0,type_3,9,-19.173,226,0.4735,0.2611,0.2655,0.1903,0.2832,FALSE,label_1
sample_3071,0,type_0,1,-17.05,49,0.4898,0.2653,0.2449,0.3673,0.1224,FALSE,label_1
sample_3072,0,type_3,14,-19.229,180,0.4333,0.2611,0.3056,0.2167,0.2167,FALSE,label_6
sample_3073,1,type_3,37,-18.14,909,0.5105,0.275,0.2145,0.2728,0.2376,FALSE,label_1
sample_3074,1,type_3,6,-19.285,285,0.4491,0.3193,0.2316,0.2386,0.2105,FALSE,label_1
sample_3075,0,type_0,2,-19.38,250,0.49,0.22,0.29,0.27,0.22,TRUE,label_0
sample_3076,0,type_3,20,-18.732,335,0.4925,0.3015,0.206,0.2806,0.2119,FALSE,label_1
sample_3077,0,type_0,5,-17.839,147,0.4558,0.2177,0.3265,0.2993,0.1565,FALSE,label_2
sample_3078,0,type_0,7,-20.657,202,0.5693,0.1584,0.2723,0.3119,0.2574,FALSE,label_0
sample_3079,1,type_1,54,-18.532,1293,0.4331,0.2892,0.2776,0.2096,0.2235,FALSE,label_2
sample_3080,1,type_0,4,-17.211,48,0.5,0.2917,0.2083,0.1875,0.3125,FALSE,label_2
sample_3081,0,type_2,8,-18.28,250,0.49,0.255,0.255,0.245,0.245,TRUE,label_1
sample_3082,0,type_0,5,-19.911,366,0.3934,0.1175,0.4891,0.1066,0.2869,FALSE,label_5
sample_3083,1,type_1,31,-20.915,1154,0.6127,0.2062,0.1811,0.2409,0.3718,FALSE,label_1
sample_3084,1,type_0,2,-21.53,250,0.545,0.21,0.245,0.275,0.27,TRUE,label_0
sample_3085,0,type_3,4,-20.63,189,0.3915,0.2169,0.3915,0.2275,0.164,FALSE,label_4
sample_3086,0,type_3,11,-17.016,246,0.3537,0.3171,0.3293,0.2358,0.1179,FALSE,label_5
sample_3087,0,type_0,57,-20.175,1534,0.5228,0.2601,0.2171,0.2497,0.2731,FALSE,label_6
sample_3088,0,type_0,20,-17.674,1178,0.3421,0.3396,0.3183,0.1698,0.1723,FALSE,label_2
sample_3089,1,type_0,4,-18.683,250,0.385,0.33,0.285,0.19,0.195,TRUE,label_3
sample_3090,1,type_0,5,-16.527,310,0.4323,0.2839,0.2839,0.1839,0.2484,FALSE,label_3
sample_3091,0,type_0,2,-17.825,250,0.52,0.245,0.235,0.195,0.325,TRUE,label_5
sample_3092,1,type_0,5,-17.66,195,0.5026,0.0718,0.4256,0.241,0.2615,FALSE,label_4
sample_3093,1,type_0,48,-18.241,1642,0.3764,0.3167,0.3069,0.1778,0.1985,FALSE,label_6
sample_3094,1,type_3,4,-16.215,174,0.4425,0.3391,0.2184,0.2126,0.2299,FALSE,label_2
sample_3095,1,type_0,14,-18.676,254,0.5551,0.189,0.2559,0.2795,0.2756,FALSE,label_3
sample_3096,0,type_3,12,-20.856,323,0.483,0.2972,0.2198,0.2477,0.2353,FALSE,label_1
sample_3097,0,type_0,2,-16.57,214,0.4252,0.2103,0.3645,0.2617,0.1636,FALSE,label_0
sample_3098,0,type_1,6,-16.534,754,0.2308,0.374,0.3952,0.1247,0.1061,FALSE,label_0
sample_3099,0,type_0,15,-18.803,399,0.4937,0.2632,0.2431,0.2782,0.2155,FALSE,label_3
sample_3100,0,type_0,6,-18.145,171,0.3392,0.3392,0.3216,0.152,0.1871,FALSE,label_6
sample_3101,0,type_3,39,-19.894,1235,0.4874,0.2672,0.2453,0.2445,0.2429,FALSE,label_1
sample_3102,0,type_3,17,-18.238,292,0.5103,0.2705,0.2192,0.2397,0.2705,FALSE,label_0
sample_3103,0,type_3,2,-19.885,169,0.4793,0.2959,0.2249,0.2722,0.2071,FALSE,label_4
sample_3104,1,type_0,33,-18.639,1072,0.5056,0.2229,0.2715,0.2705,0.2351,FALSE,label_5
sample_3105,0,type_0,18,-19.347,466,0.4399,0.2833,0.2768,0.2232,0.2167,FALSE,label_0
sample_3106,1,type_0,1,-20.36,250,0.51,0.255,0.235,0.275,0.235,TRUE,label_1
